date,pincode,district,state,center_type,footfall,day_of_week,day_name,is_weekend,is_monday,month,quarter,week_of_month,day_of_month,is_first_week,is_holiday,is_day_after_holiday,is_enrollment_season,is_pension_month,is_festival_season,day_of_year,center_type_encoded,is_urban,is_rural,state_encoded,district_encoded,pincode_category,footfall_lag_7,footfall_lag_14,footfall_lag_30,footfall_rolling_mean_7,footfall_rolling_mean_14,footfall_rolling_mean_30,footfall_rolling_std_7,footfall_change_7d,footfall_change_30d,footfall_rolling_max_30,footfall_rolling_min_30,rural_pension_interaction,urban_enrollment_interaction,monday_first_week,weekend_holiday,lag_ratio_7_to_30
2025-02-28,160001,Chandigarh,Chandigarh,Urban,121,4,Friday,0,0,2,1,4,28,0,0,0,0,0,0,59,2,1,0,1,1,160001,78.0,163.0,131.0,107.14285714285714,117.0,121.46666666666667,32.8452359377965,43.0,-10.0,168.0,52.0,0,0,0,0,0.6369080021774632
2025-03-01,160001,Chandigarh,Chandigarh,Urban,122,5,Saturday,1,0,3,1,1,1,1,0,0,0,0,0,60,2,1,0,1,1,160001,72.0,85.0,168.0,113.28571428571429,114.0,121.13333333333334,30.417726661242966,50.0,-46.0,168.0,52.0,0,0,0,0,0.5895196506550218
2025-03-02,160001,Chandigarh,Chandigarh,Urban,56,6,Sunday,1,0,3,1,1,2,1,0,0,0,0,0,61,2,1,0,1,1,160001,69.0,54.0,144.0,120.42857142857143,116.64285714285714,119.6,24.37797600880169,-13.0,-88.0,168.0,52.0,0,0,0,0,0.5721393034825871
2025-03-03,160001,Chandigarh,Chandigarh,Urban,226,0,Monday,0,1,3,1,1,3,1,0,0,0,0,0,62,2,1,0,1,1,160001,118.0,168.0,89.0,118.57142857142857,116.78571428571429,116.66666666666667,29.00492569005669,108.0,137.0,168.0,52.0,0,0,1,0,1.0028328611898016
2025-03-04,160001,Chandigarh,Chandigarh,Urban,178,1,Tuesday,0,0,3,1,1,4,1,0,0,0,0,0,63,2,1,0,1,1,160001,134.0,112.0,88.0,134.0,120.92857142857143,121.23333333333333,49.86983055916671,44.0,90.0,226.0,52.0,0,0,0,0,1.0962639760021815
2025-03-05,160001,Chandigarh,Chandigarh,Urban,221,2,Wednesday,0,0,3,1,1,5,1,0,0,0,0,0,64,2,1,0,1,1,160001,140.0,139.0,158.0,140.28571428571428,125.64285714285714,124.23333333333333,52.569681647993896,81.0,63.0,226.0,52.0,0,0,0,0,1.1179132286398723
2025-03-06,160001,Chandigarh,Chandigarh,Urban,148,3,Thursday,0,0,3,1,1,6,1,0,0,0,0,0,65,2,1,0,1,1,160001,139.0,167.0,118.0,151.85714285714286,131.5,126.33333333333333,60.77123379645057,9.0,30.0,226.0,52.0,0,0,0,0,1.0916230366492148
2025-03-07,160001,Chandigarh,Chandigarh,Urban,138,4,Friday,0,0,3,1,1,7,1,0,0,0,0,0,66,2,1,0,1,1,160001,121.0,78.0,153.0,153.14285714285714,130.14285714285714,127.33333333333333,60.54868171267527,17.0,-15.0,226.0,52.0,0,0,0,0,0.942857142857143
2025-03-08,160001,Chandigarh,Chandigarh,Urban,115,5,Saturday,1,0,3,1,2,8,0,0,0,0,0,0,67,2,1,0,1,1,160001,122.0,72.0,119.0,155.57142857142858,134.42857142857142,126.83333333333333,59.374116534780654,-7.0,-4.0,226.0,52.0,0,0,0,0,0.954367666232073
2025-03-09,160001,Chandigarh,Chandigarh,Urban,61,6,Sunday,1,0,3,1,2,9,0,0,0,0,0,0,68,2,1,0,1,1,160001,56.0,69.0,113.0,154.57142857142858,137.5,126.7,60.088426902516325,5.0,-52.0,226.0,52.0,0,0,0,0,0.43852779953014875
2025-03-10,160001,Chandigarh,Chandigarh,Urban,136,0,Monday,0,1,3,1,2,10,0,0,0,0,0,0,69,2,1,0,1,1,160001,226.0,118.0,92.0,155.28571428571428,136.92857142857142,124.96666666666667,58.735889896253056,-90.0,44.0,226.0,52.0,0,0,0,0,1.7941254300079386
2025-03-11,160001,Chandigarh,Chandigarh,Urban,170,1,Tuesday,0,0,3,1,2,11,0,0,0,0,0,0,70,2,1,0,1,1,160001,178.0,134.0,52.0,142.42857142857142,138.21428571428572,126.43333333333334,49.85598306742176,-8.0,118.0,226.0,52.0,0,0,0,0,1.3968087889092335
2025-03-12,160001,Chandigarh,Chandigarh,Urban,147,2,Wednesday,0,0,3,1,2,12,0,0,0,0,0,0,71,2,1,0,1,1,160001,221.0,140.0,168.0,141.28571428571428,140.78571428571428,130.36666666666667,48.988822826281094,-74.0,-21.0,226.0,54.0,0,0,0,0,1.6823141334686627
2025-03-13,160001,Chandigarh,Chandigarh,Urban,159,3,Thursday,0,0,3,1,2,13,0,0,0,0,0,0,72,2,1,0,1,1,160001,148.0,139.0,161.0,130.71428571428572,141.28571428571428,129.66666666666666,34.8698259517417,11.0,-2.0,226.0,54.0,0,0,0,0,1.1326530612244898
2025-03-14,160001,Chandigarh,Chandigarh,Urban,32,4,Friday,0,0,3,1,2,14,0,1,0,0,0,0,73,2,1,0,1,1,160001,138.0,121.0,105.0,132.28571428571428,142.71428571428572,129.6,36.00793563329375,-106.0,-73.0,226.0,54.0,0,0,0,0,1.0566615620214395
2025-03-15,160001,Chandigarh,Chandigarh,Urban,170,5,Saturday,1,0,3,1,3,15,0,0,1,0,0,0,74,2,1,0,1,1,160001,115.0,122.0,147.0,117.14285714285714,136.35714285714286,127.16666666666667,51.95969133674217,55.0,23.0,226.0,32.0,0,0,0,0,0.8972691807542261
2025-03-16,160001,Chandigarh,Chandigarh,Urban,90,6,Sunday,1,0,3,1,3,16,0,0,0,0,0,0,75,2,1,0,1,1,160001,61.0,56.0,163.0,125.0,139.78571428571428,127.93333333333334,55.611749358086755,29.0,-73.0,226.0,32.0,0,0,0,0,0.4731127197518097
2025-03-17,160001,Chandigarh,Chandigarh,Urban,203,0,Monday,0,1,3,1,3,17,0,0,0,0,0,0,76,2,1,0,1,1,160001,136.0,226.0,85.0,129.14285714285714,142.21428571428572,125.5,50.93272874236029,67.0,118.0,226.0,32.0,0,0,0,0,1.075098814229249
2025-03-18,160001,Chandigarh,Chandigarh,Urban,157,1,Tuesday,0,0,3,1,3,18,0,0,0,0,0,0,77,2,1,0,1,1,160001,170.0,178.0,54.0,138.71428571428572,140.57142857142858,129.43333333333334,58.21143726598259,-13.0,103.0,226.0,32.0,0,0,0,0,1.3033478149757218
2025-03-19,160001,Chandigarh,Chandigarh,Urban,188,2,Wednesday,0,0,3,1,3,19,0,0,0,0,0,0,78,2,1,0,1,1,160001,147.0,221.0,168.0,136.85714285714286,139.07142857142858,132.86666666666667,57.246334879561104,41.0,20.0,226.0,32.0,0,0,0,0,1.0981075697211156
2025-03-20,160001,Chandigarh,Chandigarh,Urban,151,3,Thursday,0,0,3,1,3,20,0,0,0,0,0,0,79,2,1,0,1,1,160001,159.0,148.0,112.0,142.71428571428572,136.71428571428572,133.53333333333333,60.46407827714535,-8.0,39.0,226.0,32.0,0,0,0,0,1.1818632309217048
2025-03-21,160001,Chandigarh,Chandigarh,Urban,137,4,Friday,0,0,3,1,3,21,0,0,0,0,0,0,80,2,1,0,1,1,160001,32.0,138.0,139.0,141.57142857142858,136.92857142857142,134.83333333333334,60.17988906286755,105.0,-2.0,226.0,32.0,0,0,0,0,0.23558282208588954
2025-03-22,160001,Chandigarh,Chandigarh,Urban,100,5,Saturday,1,0,3,1,4,22,0,0,0,0,0,0,81,2,1,0,1,1,160001,170.0,115.0,167.0,156.57142857142858,136.85714285714286,134.76666666666668,36.9001225962604,-70.0,-67.0,226.0,32.0,0,0,0,0,1.2521482936410506
2025-03-23,160001,Chandigarh,Chandigarh,Urban,62,6,Sunday,1,0,3,1,4,23,0,0,0,0,0,0,82,2,1,0,1,1,160001,90.0,61.0,78.0,146.57142857142858,135.78571428571428,132.53333333333333,41.81250667307227,-28.0,-16.0,226.0,32.0,0,0,0,0,0.6739890164752871
2025-03-24,160001,Chandigarh,Chandigarh,Urban,148,0,Monday,0,1,3,1,4,24,0,0,0,0,0,0,83,2,1,0,1,1,160001,203.0,136.0,72.0,142.57142857142858,135.85714285714286,132.0,48.870090180863315,-55.0,76.0,226.0,32.0,0,0,0,0,1.5263157894736843
2025-03-25,160001,Chandigarh,Chandigarh,Urban,163,1,Tuesday,0,0,3,1,4,25,0,0,0,0,0,0,84,2,1,0,1,1,160001,157.0,170.0,69.0,134.71428571428572,136.71428571428572,134.53333333333333,41.3832264156799,6.0,94.0,226.0,32.0,0,0,0,0,1.1583866207575013
2025-03-26,160001,Chandigarh,Chandigarh,Urban,107,2,Wednesday,0,0,3,1,4,26,0,0,0,0,0,0,85,2,1,0,1,1,160001,188.0,147.0,118.0,135.57142857142858,136.21428571428572,137.66666666666666,41.979586876072425,-81.0,-11.0,226.0,32.0,0,0,0,0,1.3557692307692308
2025-03-27,160001,Chandigarh,Chandigarh,Urban,171,3,Thursday,0,0,3,1,4,27,0,0,0,0,0,0,86,2,1,0,1,1,160001,151.0,159.0,134.0,124.0,133.35714285714286,137.3,35.832945734337784,20.0,37.0,226.0,32.0,0,0,0,0,1.0918293564714388
2025-03-28,160001,Chandigarh,Chandigarh,Urban,132,4,Friday,0,0,3,1,4,28,0,0,0,0,0,0,87,2,1,0,1,1,160001,137.0,32.0,140.0,126.85714285714286,134.21428571428572,138.53333333333333,39.00183145882837,-5.0,-8.0,226.0,32.0,0,0,0,0,0.981844242713808
2025-03-29,160001,Chandigarh,Chandigarh,Urban,103,5,Saturday,1,0,3,1,5,29,0,0,0,0,0,0,88,2,1,0,1,1,160001,100.0,170.0,139.0,126.14285714285714,141.35714285714286,138.26666666666668,38.8305230947192,3.0,-36.0,226.0,32.0,0,0,0,0,0.7180469123982767
2025-03-30,160001,Chandigarh,Chandigarh,Urban,51,6,Sunday,1,0,3,1,5,30,0,0,0,0,0,0,89,2,1,0,1,1,160001,62.0,90.0,121.0,126.57142857142857,136.57142857142858,137.06666666666666,38.50912075018564,-11.0,-70.0,226.0,32.0,0,0,0,0,0.4490584258812168
2025-03-31,160001,Chandigarh,Chandigarh,Urban,32,0,Monday,0,1,3,1,5,31,0,1,0,0,0,0,90,2,1,0,1,1,160001,148.0,203.0,122.0,125.0,133.78571428571428,134.73333333333332,41.67733196834938,-116.0,-90.0,226.0,32.0,0,0,0,0,1.0903732809430255
2025-04-01,160001,Chandigarh,Chandigarh,Urban,266,1,Tuesday,0,0,4,2,1,1,1,0,1,0,0,0,91,2,1,0,1,1,160001,163.0,157.0,56.0,108.42857142857143,121.57142857142857,131.73333333333332,52.63033707808051,103.0,210.0,226.0,32.0,0,0,0,0,1.22802611752888
2025-04-02,160001,Chandigarh,Chandigarh,Urban,124,2,Wednesday,0,0,4,2,1,2,1,0,0,0,0,0,92,2,1,0,1,1,160001,107.0,188.0,226.0,123.14285714285714,129.35714285714286,138.73333333333332,78.48020678580589,17.0,-102.0,266.0,32.0,0,0,0,0,0.7657442748091604
2025-04-03,160001,Chandigarh,Chandigarh,Urban,191,3,Thursday,0,0,4,2,1,3,1,0,0,0,0,0,93,2,1,0,1,1,160001,171.0,151.0,178.0,125.57142857142857,124.78571428571429,135.33333333333334,78.15978749300933,20.0,13.0,266.0,32.0,0,0,0,0,1.2542787286063568
2025-04-04,160001,Chandigarh,Chandigarh,Urban,189,4,Friday,0,0,4,2,1,4,1,0,0,0,0,0,94,2,1,0,1,1,160001,132.0,137.0,221.0,128.42857142857142,127.64285714285714,135.76666666666668,80.4297978422946,57.0,-32.0,266.0,32.0,0,0,0,0,0.9651474530831098
2025-04-05,160001,Chandigarh,Chandigarh,Urban,171,5,Saturday,1,0,4,2,1,5,1,0,0,0,0,0,95,2,1,0,1,1,160001,103.0,100.0,148.0,136.57142857142858,131.35714285714286,134.7,83.67169402463641,68.0,23.0,266.0,32.0,0,0,0,0,0.759027266028003
2025-04-06,160001,Chandigarh,Chandigarh,Urban,78,6,Sunday,1,0,4,2,1,6,1,0,0,0,0,0,96,2,1,0,1,1,160001,51.0,62.0,138.0,146.28571428571428,136.42857142857142,135.46666666666667,83.06967815377295,27.0,-60.0,266.0,32.0,0,0,0,0,0.37371763556424037
2025-04-07,160001,Chandigarh,Chandigarh,Urban,235,0,Monday,0,1,4,2,1,7,1,0,0,0,0,0,97,2,1,0,1,1,160001,32.0,148.0,115.0,150.14285714285714,137.57142857142858,133.46666666666667,78.40371711304797,203.0,120.0,266.0,32.0,0,0,1,0,0.23797719385225583
2025-04-08,160001,Chandigarh,Chandigarh,Urban,205,1,Tuesday,0,0,4,2,2,8,0,0,0,0,0,0,98,2,1,0,1,1,160001,266.0,163.0,61.0,179.14285714285714,143.78571428571428,137.46666666666667,63.55949593734613,-61.0,144.0,266.0,32.0,0,0,0,0,1.9210399614829081
2025-04-09,160001,Chandigarh,Chandigarh,Urban,178,2,Wednesday,0,0,4,2,2,9,0,0,0,0,0,0,99,2,1,0,1,1,160001,124.0,107.0,136.0,170.42857142857142,146.78571428571428,142.26666666666668,52.96494797774949,54.0,42.0,266.0,32.0,0,0,0,0,0.8655188459748719
2025-04-10,160001,Chandigarh,Chandigarh,Urban,37,3,Thursday,0,0,4,2,2,10,0,1,0,0,0,0,100,2,1,0,1,1,160001,191.0,171.0,170.0,178.14285714285714,151.85714285714286,143.66666666666666,48.848161246282885,-154.0,-133.0,266.0,32.0,0,0,0,0,1.3202764976958525
2025-04-11,160001,Chandigarh,Chandigarh,Urban,238,4,Friday,0,0,4,2,2,11,0,0,1,0,0,0,101,2,1,0,1,1,160001,189.0,132.0,147.0,156.14285714285714,142.28571428571428,139.23333333333332,71.51323553820546,49.0,91.0,266.0,32.0,0,0,0,0,1.3477537437603995
2025-04-12,160001,Chandigarh,Chandigarh,Urban,152,5,Saturday,1,0,4,2,2,12,0,0,0,0,0,0,102,2,1,0,1,1,160001,171.0,103.0,159.0,163.14285714285714,149.85714285714286,142.26666666666668,77.41969725986739,-19.0,-7.0,266.0,32.0,0,0,0,0,1.1935784085621217
2025-04-13,160001,Chandigarh,Chandigarh,Urban,53,6,Sunday,1,0,4,2,2,13,0,0,0,0,0,0,103,2,1,0,1,1,160001,78.0,51.0,32.0,160.42857142857142,153.35714285714286,142.03333333333333,77.43138283421679,-25.0,21.0,266.0,32.0,0,0,0,0,0.5453274295036122
2025-04-14,160001,Chandigarh,Chandigarh,Urban,42,0,Monday,0,1,4,2,2,14,0,1,0,0,0,0,104,2,1,0,1,1,160001,235.0,32.0,170.0,156.85714285714286,153.5,142.73333333333332,82.29100512090929,-193.0,-128.0,266.0,32.0,0,0,0,0,1.6349721706864566
2025-04-15,160001,Chandigarh,Chandigarh,Urban,209,1,Tuesday,0,0,4,2,3,15,0,0,1,0,0,0,105,2,1,0,1,1,160001,205.0,266.0,90.0,129.28571428571428,154.21428571428572,138.46666666666667,84.05893624062084,4.0,119.0,266.0,32.0,0,0,0,0,1.469885277246654
2025-04-16,160001,Chandigarh,Chandigarh,Urban,191,2,Wednesday,0,0,4,2,3,16,0,0,0,0,0,0,106,2,1,0,1,1,160001,178.0,124.0,203.0,129.85714285714286,150.14285714285714,142.43333333333334,84.67079105065012,13.0,-12.0,266.0,32.0,0,0,0,0,1.2409946548919357
2025-04-17,160001,Chandigarh,Chandigarh,Urban,166,3,Thursday,0,0,4,2,3,17,0,0,0,0,0,0,107,2,1,0,1,1,160001,37.0,191.0,157.0,131.71428571428572,154.92857142857142,142.03333333333333,86.03432316177515,129.0,9.0,266.0,32.0,0,0,0,0,0.2586809601491494
2025-04-18,160001,Chandigarh,Chandigarh,Urban,171,4,Friday,0,0,4,2,3,18,0,0,0,0,0,0,108,2,1,0,1,1,160001,238.0,189.0,188.0,150.14285714285714,153.14285714285714,142.33333333333334,75.54122179628939,-67.0,-17.0,266.0,32.0,0,0,0,0,1.6604651162790696
2025-04-19,160001,Chandigarh,Chandigarh,Urban,111,5,Saturday,1,0,4,2,3,19,0,0,0,0,0,0,109,2,1,0,1,1,160001,152.0,171.0,151.0,140.57142857142858,151.85714285714286,141.76666666666668,66.22400658083927,-41.0,-40.0,266.0,32.0,0,0,0,0,1.0646742937193554
2025-04-20,160001,Chandigarh,Chandigarh,Urban,83,6,Sunday,1,0,4,2,3,20,0,0,0,0,0,0,110,2,1,0,1,1,160001,53.0,78.0,137.0,134.71428571428572,147.57142857142858,140.43333333333334,66.85485344065475,30.0,-54.0,266.0,32.0,0,0,0,0,0.37473485741220836
2025-04-21,160001,Chandigarh,Chandigarh,Urban,178,0,Monday,0,1,4,2,3,21,0,0,0,0,0,0,111,2,1,0,1,1,160001,42.0,235.0,100.0,139.0,147.92857142857142,138.63333333333333,61.489836558572804,136.0,78.0,266.0,32.0,0,0,0,0,0.30078777751253283
2025-04-22,160001,Chandigarh,Chandigarh,Urban,163,1,Tuesday,0,0,4,2,4,22,0,0,0,0,0,0,112,2,1,0,1,1,160001,209.0,205.0,62.0,158.42857142857142,143.85714285714286,141.23333333333332,45.01058076666394,-46.0,101.0,266.0,32.0,0,0,0,0,1.4694164518397002
2025-04-23,160001,Chandigarh,Chandigarh,Urban,163,2,Wednesday,0,0,4,2,4,23,0,0,0,0,0,0,113,2,1,0,1,1,160001,191.0,178.0,148.0,151.85714285714286,140.85714285714286,144.6,39.40570420395404,-28.0,15.0,266.0,32.0,0,0,0,0,1.3118131868131868
2025-04-24,160001,Chandigarh,Chandigarh,Urban,145,3,Thursday,0,0,4,2,4,24,0,0,0,0,0,0,114,2,1,0,1,1,160001,166.0,37.0,163.0,147.85714285714286,139.78571428571428,145.1,36.04824809163668,-21.0,-18.0,266.0,32.0,0,0,0,0,1.1362080766598222
2025-04-25,160001,Chandigarh,Chandigarh,Urban,171,4,Friday,0,0,4,2,4,25,0,0,0,0,0,0,115,2,1,0,1,1,160001,171.0,238.0,107.0,144.85714285714286,147.5,144.5,35.14934125237893,0.0,64.0,266.0,32.0,0,0,0,0,1.175257731958763
2025-04-26,160001,Chandigarh,Chandigarh,Urban,129,5,Saturday,1,0,4,2,4,26,0,0,0,0,0,0,116,2,1,0,1,1,160001,111.0,152.0,171.0,144.85714285714286,142.71428571428572,146.63333333333333,35.14934125237893,18.0,-42.0,266.0,32.0,0,0,0,0,0.7518627229622941
2025-04-27,160001,Chandigarh,Chandigarh,Urban,77,6,Sunday,1,0,4,2,4,27,0,0,0,0,0,0,117,2,1,0,1,1,160001,83.0,53.0,132.0,147.42857142857142,141.07142857142858,145.23333333333332,32.84233620830047,-6.0,-55.0,266.0,32.0,0,0,0,0,0.5675860496922727
2025-04-28,160001,Chandigarh,Chandigarh,Urban,226,0,Monday,0,1,4,2,4,28,0,0,0,0,0,0,118,2,1,0,1,1,160001,178.0,42.0,103.0,146.57142857142858,142.78571428571428,143.4,34.82268007519014,48.0,123.0,266.0,32.0,0,0,0,0,1.2326869806094183
2025-04-29,160001,Chandigarh,Chandigarh,Urban,152,1,Tuesday,0,0,4,2,5,29,0,0,0,0,0,0,119,2,1,0,1,1,160001,163.0,209.0,51.0,153.42857142857142,155.92857142857142,147.5,45.21746396713381,-11.0,101.0,266.0,32.0,0,0,0,0,1.0976430976430978
2025-04-30,160001,Chandigarh,Chandigarh,Urban,143,2,Wednesday,0,0,4,2,5,30,0,0,0,0,0,0,120,2,1,0,1,1,160001,163.0,191.0,32.0,151.85714285714286,151.85714285714286,150.86666666666667,45.02010133051147,-20.0,111.0,266.0,32.0,0,0,0,0,1.0733099209833186
2025-05-01,160001,Chandigarh,Chandigarh,Urban,47,3,Thursday,0,0,5,2,1,1,1,1,0,0,0,0,121,2,1,0,1,1,160001,145.0,166.0,266.0,149.0,148.42857142857142,154.56666666666666,44.82930589097565,-98.0,-219.0,266.0,37.0,0,0,0,0,0.9320762802656953
2025-05-02,160001,Chandigarh,Chandigarh,Urban,224,4,Friday,0,0,5,2,1,2,1,0,1,0,0,0,122,2,1,0,1,1,160001,171.0,171.0,124.0,135.0,139.92857142857142,147.26666666666668,59.264941857166534,53.0,100.0,238.0,37.0,0,0,0,0,1.1533273381294964
2025-05-03,160001,Chandigarh,Chandigarh,Urban,121,5,Saturday,1,0,5,2,1,3,1,0,0,0,0,0,123,2,1,0,1,1,160001,129.0,111.0,191.0,142.57142857142858,143.71428571428572,150.6,67.45086395013072,-8.0,-70.0,238.0,37.0,0,0,0,0,0.8509234828496043
2025-05-04,160001,Chandigarh,Chandigarh,Urban,81,6,Sunday,1,0,5,2,1,4,1,0,0,0,0,0,124,2,1,0,1,1,160001,77.0,83.0,189.0,141.42857142857142,144.42857142857142,148.26666666666668,67.78607807619775,4.0,-108.0,238.0,37.0,0,0,0,0,0.515855292541313
2025-05-05,160001,Chandigarh,Chandigarh,Urban,184,0,Monday,0,1,5,2,1,5,1,0,0,0,0,0,125,2,1,0,1,1,160001,226.0,178.0,171.0,142.0,144.28571428571428,144.66666666666666,67.16645988388349,-42.0,13.0,238.0,37.0,0,0,1,0,1.5514874141876431
2025-05-06,160001,Chandigarh,Chandigarh,Urban,196,1,Tuesday,0,0,5,2,1,6,1,0,0,0,0,0,126,2,1,0,1,1,160001,152.0,163.0,78.0,136.0,144.71428571428572,145.1,59.89435143094322,44.0,118.0,238.0,37.0,0,0,0,0,1.0403832991101984
2025-05-07,160001,Chandigarh,Chandigarh,Urban,206,2,Wednesday,0,0,5,2,1,7,1,0,0,0,0,0,127,2,1,0,1,1,160001,143.0,163.0,235.0,142.28571428571428,147.07142857142858,149.03333333333333,64.0200861337395,63.0,-29.0,238.0,37.0,0,0,0,0,0.9531215285492113
2025-05-08,160001,Chandigarh,Chandigarh,Urban,155,3,Thursday,0,0,5,2,2,8,0,0,0,0,0,0,128,2,1,0,1,1,160001,47.0,145.0,205.0,151.28571428571428,150.14285714285714,148.06666666666666,68.41470184522787,108.0,-50.0,238.0,37.0,0,0,0,0,0.3152951699463327
2025-05-09,160001,Chandigarh,Chandigarh,Urban,114,4,Friday,0,0,5,2,2,9,0,0,0,0,0,0,129,2,1,0,1,1,160001,224.0,171.0,178.0,166.71428571428572,150.85714285714286,146.4,50.91729989474524,-110.0,-64.0,238.0,37.0,0,0,0,0,1.519674355495251
2025-05-10,160001,Chandigarh,Chandigarh,Urban,117,5,Saturday,1,0,5,2,2,10,0,0,0,0,0,0,130,2,1,0,1,1,160001,121.0,129.0,37.0,151.0,146.78571428571428,144.26666666666668,47.12395003251173,-4.0,80.0,238.0,37.0,0,0,0,0,0.8329508949059201
2025-05-11,160001,Chandigarh,Chandigarh,Urban,77,6,Sunday,1,0,5,2,2,11,0,0,0,0,0,0,131,2,1,0,1,1,160001,81.0,77.0,238.0,150.42857142857142,145.92857142857142,146.93333333333334,47.57049906141806,-4.0,-161.0,238.0,42.0,0,0,0,0,0.5475439387111312
2025-05-12,160001,Chandigarh,Chandigarh,Urban,224,0,Monday,0,1,5,2,2,12,0,0,0,0,0,0,132,2,1,0,1,1,160001,184.0,226.0,152.0,149.85714285714286,145.92857142857142,141.56666666666666,48.55728085271579,40.0,72.0,226.0,42.0,0,0,0,0,1.2906242693476737
2025-05-13,160001,Chandigarh,Chandigarh,Urban,179,1,Tuesday,0,0,5,2,2,13,0,0,0,0,0,0,133,2,1,0,1,1,160001,196.0,152.0,53.0,155.57142857142858,145.78571428571428,143.96666666666667,55.15087531144943,-17.0,126.0,226.0,42.0,0,0,0,0,1.3520349505633478
2025-05-14,160001,Chandigarh,Chandigarh,Urban,74,2,Wednesday,0,0,5,2,2,14,0,0,0,0,0,0,134,2,1,0,1,1,160001,206.0,143.0,42.0,153.14285714285714,147.71428571428572,148.16666666666666,53.421058804646684,-132.0,32.0,226.0,42.0,0,0,0,0,1.3810055865921789
2025-05-15,160001,Chandigarh,Chandigarh,Urban,127,3,Thursday,0,0,5,2,3,15,0,0,0,0,0,0,135,2,1,0,1,1,160001,155.0,47.0,209.0,134.28571428571428,142.78571428571428,149.23333333333332,54.92939190668409,-28.0,-82.0,226.0,47.0,0,0,0,0,1.0317284224539607
2025-05-16,160001,Chandigarh,Chandigarh,Urban,168,4,Friday,0,0,5,2,3,16,0,0,0,0,0,0,136,2,1,0,1,1,160001,114.0,224.0,191.0,130.28571428571428,148.5,146.5,54.18398990388912,54.0,-23.0,226.0,47.0,0,0,0,0,0.7728813559322034
2025-05-17,160001,Chandigarh,Chandigarh,Urban,118,5,Saturday,1,0,5,2,3,17,0,0,0,0,0,0,137,2,1,0,1,1,160001,117.0,121.0,166.0,138.0,144.5,145.73333333333332,55.311240569465895,1.0,-48.0,226.0,47.0,0,0,0,0,0.7973648341662881
2025-05-18,160001,Chandigarh,Chandigarh,Urban,92,6,Sunday,1,0,5,2,3,18,0,0,0,0,0,0,138,2,1,0,1,1,160001,77.0,81.0,171.0,138.14285714285714,144.28571428571428,144.13333333333333,55.249218912815294,15.0,-79.0,226.0,47.0,0,0,0,0,0.5305466237942122
2025-05-19,160001,Chandigarh,Chandigarh,Urban,195,0,Monday,0,1,5,2,3,19,0,0,0,0,0,0,139,2,1,0,1,1,160001,224.0,184.0,111.0,140.28571428571428,145.07142857142858,141.5,52.71531809545266,-29.0,84.0,226.0,47.0,0,0,0,0,1.5719298245614035
2025-05-20,160001,Chandigarh,Chandigarh,Urban,154,1,Tuesday,0,0,5,2,3,20,0,0,0,0,0,0,140,2,1,0,1,1,160001,179.0,196.0,83.0,136.14285714285714,145.85714285714286,144.3,45.714434523567284,-25.0,71.0,226.0,47.0,0,0,0,0,1.2319339298004128
2025-05-21,160001,Chandigarh,Chandigarh,Urban,135,2,Wednesday,0,0,5,2,3,21,0,0,0,0,0,0,141,2,1,0,1,1,160001,74.0,206.0,178.0,132.57142857142858,142.85714285714286,146.66666666666666,42.68433413973302,61.0,-43.0,226.0,47.0,0,0,0,0,0.5011286681715575
2025-05-22,160001,Chandigarh,Chandigarh,Urban,180,3,Thursday,0,0,5,2,4,22,0,0,0,0,0,0,142,2,1,0,1,1,160001,127.0,155.0,163.0,141.28571428571428,137.78571428571428,145.23333333333332,34.09650170576778,53.0,17.0,226.0,47.0,0,0,0,0,0.8684750398905859
2025-05-23,160001,Chandigarh,Chandigarh,Urban,107,4,Friday,0,0,5,2,4,23,0,0,0,0,0,0,143,2,1,0,1,1,160001,168.0,114.0,163.0,148.85714285714286,139.57142857142858,145.8,36.21430919507077,-61.0,-56.0,226.0,47.0,0,0,0,0,1.1444141689373295
2025-05-24,160001,Chandigarh,Chandigarh,Urban,121,5,Saturday,1,0,5,2,4,24,0,0,0,0,0,0,144,2,1,0,1,1,160001,118.0,117.0,145.0,140.14285714285714,139.07142857142858,143.93333333333334,38.12885421579726,3.0,-24.0,226.0,47.0,0,0,0,0,0.8141674333026678
2025-05-25,160001,Chandigarh,Chandigarh,Urban,66,6,Sunday,1,0,5,2,4,25,0,0,0,0,0,0,145,2,1,0,1,1,160001,92.0,77.0,171.0,140.57142857142858,139.35714285714286,143.13333333333333,37.854357489625656,-26.0,-105.0,226.0,47.0,0,0,0,0,0.6382978723404256
2025-05-26,160001,Chandigarh,Chandigarh,Urban,184,0,Monday,0,1,5,2,4,26,0,0,0,0,0,0,146,2,1,0,1,1,160001,195.0,224.0,129.0,136.85714285714286,138.57142857142858,139.63333333333333,44.16419579791064,-11.0,55.0,226.0,47.0,0,0,0,0,1.3865844986963736
2025-05-27,160001,Chandigarh,Chandigarh,Urban,174,1,Tuesday,0,0,5,2,4,27,0,0,0,0,0,0,147,2,1,0,1,1,160001,154.0,179.0,77.0,135.28571428571428,135.71428571428572,141.46666666666667,41.887604712747965,20.0,97.0,226.0,47.0,0,0,0,0,1.0809546092653253
